Date,City,Latitude,Longitude,City_Type,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed,Pressure,AQI,Year,Month,Day,DayOfWeek,Season
2024-01-07,Mumbai,19.076,72.8777,coastal,89.3,170.32,62.39,17.84,2.23,37.66,20.9,63.3,12.6,1014.4,185,2024,1,7,6,Winter
2024-01-07,Bengaluru,12.9716,77.5946,IT_hub,68.11,172.8,36.9,12.51,1.63,38.86,17.4,55.9,15.2,1005.8,162,2024,1,7,6,Winter
2024-01-07,Chennai,13.0827,80.2707,coastal,67.6,161.63,50.01,15.14,1.79,50.91,26.3,72.5,11.5,1004.3,174,2024,1,7,6,Winter
2024-01-07,Kolkata,22.5726,88.3639,metropolitan,116.15,237.91,48.0,18.95,2.88,38.4,20.1,66.5,11.9,1005.6,259,2024,1,7,6,Winter
2024-01-07,Hyderabad,17.385,78.4867,mixed,71.68,157.59,39.53,15.38,1.93,35.41,18.1,61.0,13.7,1002.7,161,2024,1,7,6,Winter
2024-01-07,Pune,18.5204,73.8567,mixed,74.54,121.44,39.48,8.34,1.53,37.8,17.2,62.0,14.9,1011.8,136,2024,1,7,6,Winter
2024-01-07,Ahmedabad,23.0225,72.5714,industrial,95.89,225.18,57.69,12.74,1.85,45.37,21.6,35.0,12.5,1014.9,215,2024,1,7,6,Winter
2024-01-07,Jaipur,26.9124,75.7873,desert,83.17,195.8,52.81,16.79,1.86,52.54,23.7,49.5,19.9,1006.2,191,2024,1,7,6,Winter
2024-01-07,Lucknow,26.8467,80.9462,plains,88.5,163.23,54.17,16.94,2.12,43.94,19.0,64.1,22.9,1005.6,171,2024,1,7,6,Winter
2024-01-08,Delhi,28.6139,77.209,metropolitan,197.89,398.38,96.15,22.33,3.56,64.22,18.2,45.5,19.6,1012.2,408,2024,1,8,0,Winter
2024-01-08,Mumbai,19.076,72.8777,coastal,112.43,158.14,60.74,19.62,2.47,52.78,25.0,69.2,21.0,1009.0,205,2024,1,8,0,Winter
2024-01-08,Bengaluru,12.9716,77.5946,IT_hub,78.92,195.33,49.67,17.51,2.03,39.93,17.5,55.2,8.2,1002.9,178,2024,1,8,0,Winter
2024-01-08,Chennai,13.0827,80.2707,coastal,96.58,221.06,51.69,20.08,2.65,46.47,21.8,79.9,19.6,1014.2,210,2024,1,8,0,Winter
2024-01-08,Kolkata,22.5726,88.3639,metropolitan,118.46,292.44,67.54,23.66,3.26,61.64,23.0,77.0,5.4,1011.1,271,2024,1,8,0,Winter
2024-01-08,Hyderabad,17.385,78.4867,mixed,78.94,184.66,61.52,16.42,1.99,40.71,21.6,54.5,9.2,1007.9,191,2024,1,8,0,Winter
2024-01-08,Pune,18.5204,73.8567,mixed,99.13,154.35,51.99,14.57,1.54,48.32,19.2,54.1,6.5,1013.1,158,2024,1,8,0,Winter
2024-01-08,Ahmedabad,23.0225,72.5714,industrial,121.09,201.45,76.55,21.99,3.26,68.59,23.7,56.6,13.8,1006.4,196,2024,1,8,0,Winter
2024-01-08,Jaipur,26.9124,75.7873,desert,117.72,247.1,47.65,20.99,2.09,67.29,18.2,57.0,14.9,1007.1,230,2024,1,8,0,Winter
2024-01-08,Lucknow,26.8467,80.9462,plains,163.67,217.87,86.1,21.54,2.62,53.11,18.0,63.7,8.8,1011.3,254,2024,1,8,0,Winter
2024-01-09,Delhi,28.6139,77.209,metropolitan,139.93,376.93,78.15,22.42,3.04,53.8,22.4,61.0,13.4,1002.6,349,2024,1,9,1,Winter
2024-01-09,Mumbai,19.076,72.8777,coastal,108.68,198.14,55.51,22.35,2.19,48.58,23.1,69.0,9.6,1011.5,190,2024,1,9,1,Winter
2024-01-09,Bengaluru,12.9716,77.5946,IT_hub,88.54,211.57,54.04,14.74,1.36,41.79,18.1,68.1,10.5,1004.8,229,2024,1,9,1,Winter
2024-01-09,Chennai,13.0827,80.2707,coastal,130.65,246.67,65.79,13.65,1.97,62.13,26.8,60.1,6.0,1016.6,260,2024,1,9,1,Winter
2024-01-09,Kolkata,22.5726,88.3639,metropolitan,117.54,260.79,57.68,18.09,2.31,40.93,19.9,68.5,22.7,1002.8,262,2024,1,9,1,Winter
2024-01-09,Hyderabad,17.385,78.4867,mixed,113.6,154.93,47.62,17.07,1.99,55.91,22.2,66.7,11.8,1015.1,200,2024,1,9,1,Winter
2024-01-09,Pune,18.5204,73.8567,mixed,89.29,140.35,39.77,13.64,1.37,41.88,15.6,50.5,19.9,1011.2,139,2024,1,9,1,Winter
2024-01-09,Ahmedabad,23.0225,72.5714,industrial,123.47,207.25,70.26,15.98,2.35,43.7,21.7,45.8,17.6,1014.2,208,2024,1,9,1,Winter
2024-01-09,Jaipur,26.9124,75.7873,desert,120.24,261.84,74.72,20.8,2.54,57.17,21.7,52.5,9.4,1008.5,266,2024,1,9,1,Winter
2024-01-09,Lucknow,26.8467,80.9462,plains,177.23,236.13,70.95,29.05,2.4,55.41,17.8,61.0,8.5,1001.6,286,2024,1,9,1,Winter
2024-01-10,Delhi,28.6139,77.209,metropolitan,158.67,275.69,79.52,22.53,3.17,41.22,20.7,53.5,23.0,1019.7,258,2024,1,10,2,Winter
2024-01-10,Mumbai,19.076,72.8777,coastal,123.11,230.2,73.45,25.63,2.09,58.96,26.0,64.9,15.8,1017.8,227,2024,1,10,2,Winter
2024-01-10,Bengaluru,12.9716,77.5946,IT_hub,81.36,179.54,39.3,14.22,2.12,38.15,18.0,60.0,17.2,1018.8,185,2024,1,10,2,Winter
2024-01-10,Chennai,13.0827,80.2707,coastal,97.71,140.5,41.26,15.33,1.6,37.66,25.6,83.7,23.8,1014.5,173,2024,1,10,2,Winter
2024-01-10,Kolkata,22.5726,88.3639,metropolitan,168.42,211.29,73.7,19.44,3.61,46.62,21.2,68.4,15.3,1000.5,298,2024,1,10,2,Winter
2024-01-10,Hyderabad,17.385,78.4867,mixed,85.58,223.35,62.15,18.37,2.47,53.0,23.5,74.2,12.0,1015.4,237,2024,1,10,2,Winter
2024-01-10,Pune,18.5204,73.8567,mixed,73.41,153.85,51.59,10.65,1.39,34.36,16.4,59.4,17.0,1004.3,143,2024,1,10,2,Winter
2024-01-10,Ahmedabad,23.0225,72.5714,industrial,130.09,296.57,54.09,22.23,2.34,45.94,22.4,39.6,19.5,1010.6,324,2024,1,10,2,Winter
2024-01-10,Jaipur,26.9124,75.7873,desert,91.45,184.0,56.04,15.2,2.01,37.2,23.9,34.5,20.5,1000.9,167,2024,1,10,2,Winter
2024-01-10,Lucknow,26.8467,80.9462,plains,126.68,249.75,67.03,22.89,2.81,53.05,21.9,74.2,24.1,1018.7,260,2024,1,10,2,Winter
2024-01-11,Delhi,28.6139,77.209,metropolitan,136.03,355.1,78.75,28.14,2.62,49.01,17.3,63.5,13.5,1012.8,339,2024,1,11,3,Winter
2024-01-11,Mumbai,19.076,72.8777,coastal,106.61,263.33,74.93,22.66,2.7,56.04,23.1,67.8,10.0,1011.0,254,2024,1,11,3,Winter
2024-01-11,Bengaluru,12.9716,77.5946,IT_hub,100.99,140.71,44.42,14.39,2.05,43.02,18.6,66.9,13.6,1012.4,178,2024,1,11,3,Winter
2024-01-11,Chennai,13.0827,80.2707,coastal,122.03,194.92,46.25,13.8,2.17,55.22,23.2,73.2,13.5,1017.7,207,2024,1,11,3,Winter
2024-01-11,Kolkata,22.5726,88.3639,metropolitan,134.14,304.35,64.52,21.54,2.65,45.17,20.3,77.1,18.2,1014.5,291,2024,1,11,3,Winter
2024-01-11,Hyderabad,17.385,78.4867,mixed,83.25,166.11,50.88,10.56,1.93,32.14,19.0,60.2,24.5,1019.5,160,2024,1,11,3,Winter
2024-01-11,Pune,18.5204,73.8567,mixed,93.41,177.4,55.86,15.69,1.82,46.67,15.3,55.2,8.9,1011.4,188,2024,1,11,3,Winter
2024-01-11,Ahmedabad,23.0225,72.5714,industrial,115.18,255.23,80.33,20.39,2.62,51.72,24.2,57.6,15.2,1003.1,240,2024,1,11,3,Winter
2024-01-11,Jaipur,26.9124,75.7873,desert,96.58,250.16,52.05,14.82,2.42,55.9,18.8,35.0,7.1,1001.4,250,2024,1,11,3,Winter
2024-01-11,Lucknow,26.8467,80.9462,plains,113.53,172.57,61.59,19.2,2.02,55.43,18.1,48.9,20.2,1009.7,195,2024,1,11,3,Winter
2024-01-12,Delhi,28.6139,77.209,metropolitan,121.48,252.8,75.83,17.03,2.59,42.14,19.6,61.4,20.2,1012.5,248,2024,1,12,4,Winter
2024-01-12,Mumbai,19.076,72.8777,coastal,124.46,227.7,62.97,20.99,2.58,46.25,21.7,60.7,14.4,1003.1,236,2024,1,12,4,Winter
2024-01-12,Bengaluru,12.9716,77.5946,IT_hub,95.25,211.63,45.44,16.38,1.89,47.95,19.5,69.3,15.0,1018.1,209,2024,1,12,4,Winter
2024-01-12,Chennai,13.0827,80.2707,coastal,119.51,232.21,46.97,13.63,1.76,43.99,26.9,67.3,11.7,1000.9,251,2024,1,12,4,Winter
2024-01-12,Kolkata,22.5726,88.3639,metropolitan,167.07,308.37,79.49,19.82,2.84,54.54,20.5,69.9,13.4,1009.0,285,2024,1,12,4,Winter
2024-01-12,Hyderabad,17.385,78.4867,mixed,103.13,185.02,51.58,15.13,1.73,61.06,21.1,49.3,15.0,1016.7,198,2024,1,12,4,Winter
2024-01-12,Pune,18.5204,73.8567,mixed,101.88,137.57,37.13,10.52,1.6,47.86,15.9,59.0,13.6,1017.0,182,2024,1,12,4,Winter
2024-01-12,Ahmedabad,23.0225,72.5714,industrial,127.18,249.66,71.47,20.41,3.09,48.87,20.5,52.0,6.0,1002.2,257,2024,1,12,4,Winter
2024-01-12,Jaipur,26.9124,75.7873,desert,72.03,137.61,59.97,15.14,1.71,38.92,19.4,34.0,21.7,1019.0,156,2024,1,12,4,Winter
2024-01-12,Lucknow,26.8467,80.9462,plains,169.99,245.19,76.27,30.64,3.26,56.88,21.1,56.3,15.0,1002.7,281,2024,1,12,4,Winter
2024-01-13,Delhi,28.6139,77.209,metropolitan,136.35,301.98,77.07,24.85,2.97,60.89,18.2,48.8,17.7,1002.7,315,2024,1,13,5,Winter
2024-01-13,Mumbai,19.076,72.8777,coastal,119.11,181.5,50.72,17.81,2.66,40.54,20.1,86.5,15.5,1002.0,188,2024,1,13,5,Winter
2024-01-13,Bengaluru,12.9716,77.5946,IT_hub,58.95,112.78,28.68,8.87,1.52,25.88,19.7,72.5,24.6,1002.8,108,2024,1,13,5,Winter
2024-01-13,Chennai,13.0827,80.2707,coastal,108.44,169.23,51.92,15.87,2.36,48.29,21.2,68.2,11.7,1014.4,176,2024,1,13,5,Winter
2024-01-13,Kolkata,22.5726,88.3639,metropolitan,96.17,283.01,73.63,19.7,3.23,57.25,24.4,71.0,16.0,1015.9,301,2024,1,13,5,Winter
2024-01-13,Hyderabad,17.385,78.4867,mixed,100.21,141.51,42.38,13.67,2.24,36.65,18.1,53.0,10.1,1000.9,182,2024,1,13,5,Winter
2024-01-13,Pune,18.5204,73.8567,mixed,61.0,106.52,40.44,10.1,1.3,37.91,15.3,47.3,20.2,1002.8,96,2024,1,13,5,Winter
2024-01-13,Ahmedabad,23.0225,72.5714,industrial,123.56,221.01,65.65,21.46,2.15,61.82,19.9,63.8,10.0,1013.1,203,2024,1,13,5,Winter
2024-01-13,Jaipur,26.9124,75.7873,desert,112.76,181.75,66.05,19.5,2.41,55.22,22.9,33.1,8.0,1013.0,172,2024,1,13,5,Winter
2024-01-13,Lucknow,26.8467,80.9462,plains,128.04,165.24,65.43,17.04,2.1,37.52,18.0,48.7,23.3,1011.0,196,2024,1,13,5,Winter
2024-01-14,Delhi,28.6139,77.209,metropolitan,171.5,258.15,68.28,16.83,2.52,47.75,20.8,44.4,14.8,1007.9,308,2024,1,14,6,Winter
2024-01-14,Mumbai,19.076,72.8777,coastal,84.91,165.72,49.14,15.93,2.4,38.24,25.3,62.8,8.1,1006.5,160,2024,1,14,6,Winter
2024-01-14,Bengaluru,12.9716,77.5946,IT_hub,82.58,149.96,42.17,12.62,1.73,29.0,19.4,71.4,18.2,1011.5,156,2024,1,14,6,Winter
2024-01-14,Chennai,13.0827,80.2707,coastal,96.09,197.28,42.02,16.76,1.82,36.23,21.9,77.6,15.4,1005.3,183,2024,1,14,6,Winter
2024-01-14,Kolkata,22.5726,88.3639,metropolitan,126.25,240.97,52.19,16.72,2.66,48.45,19.3,59.8,12.7,1011.2,252,2024,1,14,6,Winter
2024-01-14,Hyderabad,17.385,78.4867,mixed,99.89,118.86,50.38,14.93,1.32,31.36,19.6,61.6,6.8,1006.0,151,2024,1,14,6,Winter
2024-01-14,Pune,18.5204,73.8567,mixed,46.83,115.57,27.29,6.49,0.87,25.26,21.0,58.6,20.0,1016.9,116,2024,1,14,6,Winter
2024-01-14,Ahmedabad,23.0225,72.5714,industrial,89.8,233.3,61.94,15.94,1.91,47.66,23.5,60.9,10.0,1015.7,217,2024,1,14,6,Winter
2024-01-14,Jaipur,26.9124,75.7873,desert,114.77,170.15,53.86,18.03,1.57,44.4,23.9,45.8,9.9,1012.3,210,2024,1,14,6,Winter
2024-01-14,Lucknow,26.8467,80.9462,plains,107.09,210.47,47.7,18.15,2.79,59.21,22.6,75.7,7.5,1015.0,222,2024,1,14,6,Winter
2024-01-15,Delhi,28.6139,77.209,metropolitan,212.38,256.78,89.03,29.78,2.79,63.31,22.5,63.9,15.0,1009.0,357,2024,1,15,0,Winter
2024-01-15,Mumbai,19.076,72.8777,coastal,110.7,170.08,62.61,16.06,2.15,49.63,20.4,80.3,20.5,1014.3,172,2024,1,15,0,Winter
2024-01-15,Bengaluru,12.9716,77.5946,IT_hub,76.94,206.63,62.13,11.56,2.16,38.83,20.8,60.3,17.9,1011.9,197,2024,1,15,0,Winter
2024-01-15,Chennai,13.0827,80.2707,coastal,109.74,254.02,66.74,18.64,2.04,45.96,24.9,80.4,5.3,1011.9,267,2024,1,15,0,Winter
2024-01-15,Kolkata,22.5726,88.3639,metropolitan,132.84,283.64,84.44,20.25,3.33,62.18,20.5,65.2,8.4,1008.5,258,2024,1,15,0,Winter
2024-01-15,Hyderabad,17.385,78.4867,mixed,113.24,192.21,53.16,16.17,1.7,57.43,21.5,48.9,7.4,1018.2,194,2024,1,15,0,Winter
2024-01-15,Pune,18.5204,73.8567,mixed,71.33,185.6,49.35,10.32,1.57,38.97,18.2,70.8,5.1,1006.6,167,2024,1,15,0,Winter
2024-01-15,Ahmedabad,23.0225,72.5714,industrial,147.61,225.66,81.54,22.73,2.56,69.25,21.4,46.5,16.2,1017.6,261,2024,1,15,0,Winter
2024-01-15,Jaipur,26.9124,75.7873,desert,126.78,243.69,58.81,19.48,2.78,65.64,22.0,38.2,5.2,1012.8,242,2024,1,15,0,Winter
2024-01-15,Lucknow,26.8467,80.9462,plains,114.73,237.56,92.89,23.97,3.1,69.81,22.6,62.3,17.0,1008.7,257,2024,1,15,0,Winter
2024-01-16,Delhi,28.6139,77.209,metropolitan,163.4,265.07,81.18,23.84,3.24,59.69,19.1,52.6,13.3,1008.9,270,2024,1,16,1,Winter
2024-01-16,Mumbai,19.076,72.8777,coastal,153.61,276.64,77.38,25.91,2.62,50.29,22.1,87.0,15.8,1012.4,265,2024,1,16,1,Winter
2024-01-16,Bengaluru,12.9716,77.5946,IT_hub,111.6,154.43,49.03,15.73,2.1,38.99,17.9,67.1,14.5,1003.7,202,2024,1,16,1,Winter
2024-01-16,Chennai,13.0827,80.2707,coastal,105.99,227.26,52.75,21.71,1.79,55.4,21.8,69.9,5.7,1017.8,220,2024,1,16,1,Winter
2024-01-16,Kolkata,22.5726,88.3639,metropolitan,159.54,281.76,82.29,27.56,3.12,69.67,20.9,70.6,10.1,1006.7,309,2024,1,16,1,Winter
2024-01-16,Hyderabad,17.385,78.4867,mixed,97.94,161.9,63.15,18.74,1.89,38.52,19.3,49.7,17.0,1000.3,157,2024,1,16,1,Winter
2024-01-16,Pune,18.5204,73.8567,mixed,78.88,170.67,40.13,13.89,1.35,50.77,16.8,48.6,17.2,1012.3,168,2024,1,16,1,Winter
2024-01-16,Ahmedabad,23.0225,72.5714,industrial,142.81,204.76,58.32,20.85,2.57,51.74,22.9,35.1,11.3,1018.9,259,2024,1,16,1,Winter
2024-01-16,Jaipur,26.9124,75.7873,desert,114.73,209.78,72.9,16.16,2.71,55.15,18.2,47.8,13.8,1000.1,201,2024,1,16,1,Winter
2024-01-16,Lucknow,26.8467,80.9462,plains,140.22,209.38,57.58,18.95,2.87,45.11,22.2,60.1,23.6,1018.0,220,2024,1,16,1,Winter
2024-01-17,Delhi,28.6139,77.209,metropolitan,113.92,299.96,69.2,16.8,2.47,44.48,21.3,41.7,24.2,1009.5,293,2024,1,17,2,Winter
2024-01-17,Mumbai,19.076,72.8777,coastal,145.59,212.8,62.72,24.2,2.31,64.67,20.1,67.1,8.1,1017.3,224,2024,1,17,2,Winter
2024-01-17,Bengaluru,12.9716,77.5946,IT_hub,103.14,145.78,62.86,13.98,2.01,52.1,20.5,59.9,6.0,1007.2,178,2024,1,17,2,Winter
2024-01-17,Chennai,13.0827,80.2707,coastal,96.0,183.26,64.96,19.42,1.82,64.35,23.1,64.4,10.4,1008.1,199,2024,1,17,2,Winter
2024-01-17,Kolkata,22.5726,88.3639,metropolitan,140.35,226.97,64.17,28.79,3.09,58.38,19.5,62.5,12.2,1015.7,239,2024,1,17,2,Winter
2024-01-17,Hyderabad,17.385,78.4867,mixed,126.86,147.44,53.76,15.7,2.43,61.8,19.2,46.0,15.2,1002.1,209,2024,1,17,2,Winter
